id	previousid
TcCLB.503633.11	Tc00.1047053503633.11
TcCLB.503633.21	Tc00.1047053503633.21
TcCLB.503633.30	Tc00.1047053503633.30
TcCLB.503633.40	Tc00.1047053503633.40
TcCLB.503635.10	Tc00.1047053503635.10
TcCLB.503635.20	Tc00.1047053503635.20
TcCLB.503635.40	Tc00.1047053503635.40
TcCLB.503635.50	Tc00.1047053503635.50
TcCLB.503635.59	Tc00.1047053503635.59
TcCLB.503635.68	Tc00.1047053503635.68
TcCLB.503635.80	Tc00.1047053503635.80
TcCLB.503635.89	Tc00.1047053503635.89
TcCLB.503637.10	Tc00.1047053503637.10
TcCLB.503637.20	Tc00.1047053503637.20
TcCLB.503637.30	Tc00.1047053503637.30
TcCLB.503637.40	Tc00.1047053503637.40
TcCLB.503637.50	Tc00.1047053503637.50
TcCLB.503637.60	Tc00.1047053503637.60
TcCLB.503639.10	Tc00.1047053503639.10
TcCLB.503639.20	Tc00.1047053503639.20
TcCLB.503639.30	Tc00.1047053503639.30
TcCLB.503639.40	Tc00.1047053503639.40
TcCLB.503641.10	Tc00.1047053503641.10
TcCLB.503641.19	Tc00.1047053503641.19
TcCLB.503643.10	Tc00.1047053503643.10
TcCLB.503643.20	Tc00.1047053503643.20
TcCLB.503643.3	Tc00.1047053503643.3
TcCLB.503643.30	Tc00.1047053503643.30
TcCLB.503643.39	Tc00.1047053503643.39
TcCLB.503643.6	Tc00.1047053503643.6
TcCLB.503645.10	Tc00.1047053503645.10
TcCLB.503645.20	Tc00.1047053503645.20
TcCLB.503645.40	Tc00.1047053503645.40
TcCLB.503645.55	Tc00.1047053503645.55
TcCLB.503647.20	Tc00.1047053503647.20
TcCLB.503647.40	Tc00.1047053503647.40
TcCLB.503647.9	Tc00.1047053503647.9
TcCLB.503649.10	Tc00.1047053503649.10
TcCLB.503649.20	Tc00.1047053503649.20
TcCLB.503651.10	Tc00.1047053503651.10
TcCLB.503651.20	Tc00.1047053503651.20
TcCLB.503651.30	Tc00.1047053503651.30
TcCLB.503651.4	Tc00.1047053503651.4
TcCLB.503651.40	Tc00.1047053503651.40
TcCLB.503651.49	Tc00.1047053503651.49
TcCLB.503653.104	Tc00.1047053503653.104
TcCLB.503653.20	Tc00.1047053503653.20
TcCLB.503653.30	Tc00.1047053503653.30
TcCLB.503653.50	Tc00.1047053503653.50
TcCLB.503653.60	Tc00.1047053503653.60
TcCLB.503653.70	Tc00.1047053503653.70
TcCLB.503653.9	Tc00.1047053503653.9
TcCLB.503653.90	Tc00.1047053503653.90
TcCLB.503655.20	Tc00.1047053503655.20
TcCLB.503655.30	Tc00.1047053503655.30
TcCLB.503655.40	Tc00.1047053503655.40
TcCLB.503657.20	Tc00.1047053503657.20
TcCLB.503657.50	Tc00.1047053503657.50
TcCLB.503657.70	Tc00.1047053503657.70
TcCLB.503657.9	Tc00.1047053503657.9
TcCLB.503659.10	Tc00.1047053503659.10
TcCLB.503659.20	Tc00.1047053503659.20
TcCLB.503659.30	Tc00.1047053503659.30
TcCLB.503661.11	Tc00.1047053503661.11
TcCLB.503661.20	Tc00.1047053503661.20
TcCLB.503663.10	Tc00.1047053503663.10
TcCLB.503663.20	Tc00.1047053503663.20
TcCLB.503663.4	Tc00.1047053503663.4
TcCLB.503665.10	Tc00.1047053503665.10
TcCLB.503665.15	Tc00.1047053503665.15
TcCLB.503665.21	Tc00.1047053503665.21
TcCLB.503665.30	Tc00.1047053503665.30
TcCLB.503665.40	Tc00.1047053503665.40
TcCLB.503667.10	Tc00.1047053503667.10
TcCLB.503667.20	Tc00.1047053503667.20
TcCLB.503667.31	Tc00.1047053503667.31
TcCLB.503667.39	Tc00.1047053503667.39
TcCLB.503669.10	Tc00.1047053503669.10
TcCLB.503669.20	Tc00.1047053503669.20
TcCLB.503669.30	Tc00.1047053503669.30
TcCLB.503669.39	Tc00.1047053503669.39
TcCLB.503671.10	Tc00.1047053503671.10
TcCLB.503671.20	Tc00.1047053503671.20
TcCLB.503671.30	Tc00.1047053503671.30
TcCLB.503671.39	Tc00.1047053503671.39
TcCLB.503673.18	Tc00.1047053503673.18
TcCLB.503673.27	Tc00.1047053503673.27
TcCLB.503673.9	Tc00.1047053503673.9
TcCLB.503675.10	Tc00.1047053503675.10
TcCLB.503675.20	Tc00.1047053503675.20
TcCLB.503675.40	Tc00.1047053503675.40
TcCLB.503677.10	Tc00.1047053503677.10
TcCLB.503677.20	Tc00.1047053503677.20
TcCLB.503677.29	Tc00.1047053503677.29
TcCLB.503677.4	Tc00.1047053503677.4
TcCLB.503679.10	Tc00.1047053503679.10
TcCLB.503679.20	Tc00.1047053503679.20
TcCLB.503679.30	Tc00.1047053503679.30
TcCLB.503679.40	Tc00.1047053503679.40
TcCLB.503681.20	Tc00.1047053503681.20
TcCLB.503681.29	Tc00.1047053503681.29
TcCLB.503681.9	Tc00.1047053503681.9
TcCLB.503683.11	Tc00.1047053503683.11
TcCLB.503683.20	Tc00.1047053503683.20
TcCLB.503683.30	Tc00.1047053503683.30
TcCLB.503685.10	Tc00.1047053503685.10
TcCLB.503685.20	Tc00.1047053503685.20
TcCLB.503685.30	Tc00.1047053503685.30
TcCLB.503685.5	Tc00.1047053503685.5
TcCLB.503687.10	Tc00.1047053503687.10
TcCLB.503687.20	Tc00.1047053503687.20
TcCLB.503687.30	Tc00.1047053503687.30
TcCLB.503687.40	Tc00.1047053503687.40
TcCLB.503687.49	Tc00.1047053503687.49
TcCLB.503687.58	Tc00.1047053503687.58
TcCLB.503689.10	Tc00.1047053503689.10
TcCLB.503689.20	Tc00.1047053503689.20
TcCLB.503689.30	Tc00.1047053503689.30
TcCLB.503689.34	Tc00.1047053503689.34
TcCLB.503689.4	Tc00.1047053503689.4
TcCLB.503689.40	Tc00.1047053503689.40
TcCLB.503691.9	Tc00.1047053503691.9
TcCLB.503693.11	Tc00.1047053503693.11
TcCLB.503693.20	Tc00.1047053503693.20
TcCLB.503693.29	Tc00.1047053503693.29
TcCLB.503695.10	Tc00.1047053503695.10
TcCLB.503697.100	Tc00.1047053503697.100
TcCLB.503697.110	Tc00.1047053503697.110
TcCLB.503697.120	Tc00.1047053503697.120
TcCLB.503697.130	Tc00.1047053503697.130
TcCLB.503697.140	Tc00.1047053503697.140
TcCLB.503697.20	Tc00.1047053503697.20
TcCLB.503697.30	Tc00.1047053503697.30
TcCLB.503697.40	Tc00.1047053503697.40
TcCLB.503697.50	Tc00.1047053503697.50
TcCLB.503697.60	Tc00.1047053503697.60
TcCLB.503697.70	Tc00.1047053503697.70
TcCLB.503697.9	Tc00.1047053503697.9
TcCLB.503697.90	Tc00.1047053503697.90
TcCLB.503699.11	Tc00.1047053503699.11
TcCLB.503699.19	Tc00.1047053503699.19
TcCLB.503699.40	Tc00.1047053503699.40
TcCLB.503701.9	Tc00.1047053503701.9
TcCLB.503703.10	Tc00.1047053503703.10
TcCLB.503703.100	Tc00.1047053503703.100
TcCLB.503703.20	Tc00.1047053503703.20
TcCLB.503703.30	Tc00.1047053503703.30
TcCLB.503703.40	Tc00.1047053503703.40
TcCLB.503703.50	Tc00.1047053503703.50
TcCLB.503703.60	Tc00.1047053503703.60
TcCLB.503703.70	Tc00.1047053503703.70
TcCLB.503703.80	Tc00.1047053503703.80
TcCLB.503703.90	Tc00.1047053503703.90
TcCLB.503705.11	Tc00.1047053503705.11
TcCLB.503705.19	Tc00.1047053503705.19
TcCLB.503707.9	Tc00.1047053503707.9
TcCLB.503709.10	Tc00.1047053503709.10
TcCLB.503709.20	Tc00.1047053503709.20
TcCLB.503713.10	Tc00.1047053503713.10
TcCLB.503713.20	Tc00.1047053503713.20
TcCLB.503713.30	Tc00.1047053503713.30
TcCLB.503713.40	Tc00.1047053503713.40
TcCLB.503713.50	Tc00.1047053503713.50
TcCLB.503715.10	Tc00.1047053503715.10
TcCLB.503715.20	Tc00.1047053503715.20
TcCLB.503715.30	Tc00.1047053503715.30
TcCLB.503715.40	Tc00.1047053503715.40
TcCLB.503717.10	Tc00.1047053503717.10
TcCLB.503717.120	Tc00.1047053503717.120
TcCLB.503717.130	Tc00.1047053503717.130
TcCLB.503717.15	Tc00.1047053503717.15
TcCLB.503717.20	Tc00.1047053503717.20
TcCLB.503717.31	Tc00.1047053503717.31
TcCLB.503717.40	Tc00.1047053503717.40
TcCLB.503717.5	Tc00.1047053503717.5
TcCLB.503717.50	Tc00.1047053503717.50
TcCLB.503717.60	Tc00.1047053503717.60
TcCLB.503717.71	Tc00.1047053503717.71
TcCLB.503717.80	Tc00.1047053503717.80
TcCLB.503717.90	Tc00.1047053503717.90
TcCLB.503719.10	Tc00.1047053503719.10
TcCLB.503719.20	Tc00.1047053503719.20
TcCLB.503719.30	Tc00.1047053503719.30
TcCLB.503719.39	Tc00.1047053503719.39
TcCLB.503721.10	Tc00.1047053503721.10
TcCLB.503721.20	Tc00.1047053503721.20
TcCLB.503721.30	Tc00.1047053503721.30
TcCLB.503721.39	Tc00.1047053503721.39
TcCLB.503723.10	Tc00.1047053503723.10
TcCLB.503723.100	Tc00.1047053503723.100
TcCLB.503723.110	Tc00.1047053503723.110
TcCLB.503723.20	Tc00.1047053503723.20
TcCLB.503723.40	Tc00.1047053503723.40
TcCLB.503723.50	Tc00.1047053503723.50
TcCLB.503723.60	Tc00.1047053503723.60
TcCLB.503723.70	Tc00.1047053503723.70
TcCLB.503723.80	Tc00.1047053503723.80
TcCLB.503723.90	Tc00.1047053503723.90
TcCLB.503727.10	Tc00.1047053503727.10
TcCLB.503727.20	Tc00.1047053503727.20
TcCLB.503727.29	Tc00.1047053503727.29
TcCLB.503729.10	Tc00.1047053503729.10
TcCLB.503729.19	Tc00.1047053503729.19
TcCLB.503731.9	Tc00.1047053503731.9
TcCLB.503733.10	Tc00.1047053503733.10
TcCLB.503733.20	Tc00.1047053503733.20
TcCLB.503733.30	Tc00.1047053503733.30
TcCLB.503733.40	Tc00.1047053503733.40
TcCLB.503733.5	Tc00.1047053503733.5
TcCLB.503733.50	Tc00.1047053503733.50
TcCLB.503733.70	Tc00.1047053503733.70
TcCLB.503733.80	Tc00.1047053503733.80
TcCLB.503735.10	Tc00.1047053503735.10
TcCLB.503735.20	Tc00.1047053503735.20
TcCLB.503735.30	Tc00.1047053503735.30
TcCLB.503735.40	Tc00.1047053503735.40
TcCLB.503735.49	Tc00.1047053503735.49
TcCLB.503737.20	Tc00.1047053503737.20
TcCLB.503739.10	Tc00.1047053503739.10
TcCLB.503739.15	Tc00.1047053503739.15
TcCLB.503739.20	Tc00.1047053503739.20
TcCLB.503741.10	Tc00.1047053503741.10
TcCLB.503741.20	Tc00.1047053503741.20
TcCLB.503741.40	Tc00.1047053503741.40
TcCLB.503745.10	Tc00.1047053503745.10
TcCLB.503745.20	Tc00.1047053503745.20
TcCLB.503745.25	Tc00.1047053503745.25
TcCLB.503745.30	Tc00.1047053503745.30
TcCLB.503747.10	Tc00.1047053503747.10
TcCLB.503747.20	Tc00.1047053503747.20
TcCLB.503747.30	Tc00.1047053503747.30
TcCLB.503747.40	Tc00.1047053503747.40
TcCLB.503749.10	Tc00.1047053503749.10
TcCLB.503749.20	Tc00.1047053503749.20
TcCLB.503749.30	Tc00.1047053503749.30
TcCLB.503749.5	Tc00.1047053503749.5
TcCLB.503751.10	Tc00.1047053503751.10
TcCLB.503751.20	Tc00.1047053503751.20
TcCLB.503751.30	Tc00.1047053503751.30
TcCLB.503753.10	Tc00.1047053503753.10
TcCLB.503753.20	Tc00.1047053503753.20
TcCLB.503753.29	Tc00.1047053503753.29
TcCLB.503755.10	Tc00.1047053503755.10
TcCLB.503755.20	Tc00.1047053503755.20
TcCLB.503755.30	Tc00.1047053503755.30
TcCLB.503755.50	Tc00.1047053503755.50
TcCLB.503755.54	Tc00.1047053503755.54
TcCLB.503755.60	Tc00.1047053503755.60
TcCLB.503757.10	Tc00.1047053503757.10
TcCLB.503757.20	Tc00.1047053503757.20
TcCLB.503757.30	Tc00.1047053503757.30
TcCLB.503757.40	Tc00.1047053503757.40
TcCLB.503757.49	Tc00.1047053503757.49
TcCLB.503759.10	Tc00.1047053503759.10
TcCLB.503759.30	Tc00.1047053503759.30
TcCLB.503759.59	Tc00.1047053503759.59
TcCLB.503761.20	Tc00.1047053503761.20
TcCLB.503761.30	Tc00.1047053503761.30
TcCLB.503761.40	Tc00.1047053503761.40
TcCLB.503761.50	Tc00.1047053503761.50
TcCLB.503763.10	Tc00.1047053503763.10
TcCLB.503763.30	Tc00.1047053503763.30
TcCLB.503763.50	Tc00.1047053503763.50
TcCLB.503765.10	Tc00.1047053503765.10
TcCLB.503767.10	Tc00.1047053503767.10
TcCLB.503767.20	Tc00.1047053503767.20
TcCLB.503767.5	Tc00.1047053503767.5
TcCLB.503769.20	Tc00.1047053503769.20
TcCLB.503769.40	Tc00.1047053503769.40
TcCLB.503771.10	Tc00.1047053503771.10
TcCLB.503771.19	Tc00.1047053503771.19
TcCLB.503771.40	Tc00.1047053503771.40
TcCLB.503771.60	Tc00.1047053503771.60
TcCLB.503771.74	Tc00.1047053503771.74
TcCLB.503771.90	Tc00.1047053503771.90
TcCLB.503773.20	Tc00.1047053503773.20
TcCLB.503773.24	Tc00.1047053503773.24
TcCLB.503773.30	Tc00.1047053503773.30
TcCLB.503773.40	Tc00.1047053503773.40
TcCLB.503773.50	Tc00.1047053503773.50
TcCLB.503773.9	Tc00.1047053503773.9
TcCLB.503775.10	Tc00.1047053503775.10
TcCLB.503775.30	Tc00.1047053503775.30
TcCLB.503775.41	Tc00.1047053503775.41
TcCLB.503775.50	Tc00.1047053503775.50
TcCLB.503775.60	Tc00.1047053503775.60
TcCLB.503777.10	Tc00.1047053503777.10
TcCLB.503777.19	Tc00.1047053503777.19
TcCLB.503777.4	Tc00.1047053503777.4
TcCLB.503779.10	Tc00.1047053503779.10
TcCLB.503779.100	Tc00.1047053503779.100
TcCLB.503779.109	Tc00.1047053503779.109
TcCLB.503779.20	Tc00.1047053503779.20
TcCLB.503779.30	Tc00.1047053503779.30
TcCLB.503779.40	Tc00.1047053503779.40
TcCLB.503779.50	Tc00.1047053503779.50
TcCLB.503779.60	Tc00.1047053503779.60
TcCLB.503779.70	Tc00.1047053503779.70
TcCLB.503779.80	Tc00.1047053503779.80
TcCLB.503781.10	Tc00.1047053503781.10
TcCLB.503781.20	Tc00.1047053503781.20
TcCLB.503781.30	Tc00.1047053503781.30
TcCLB.503781.40	Tc00.1047053503781.40
TcCLB.503781.50	Tc00.1047053503781.50
TcCLB.503781.60	Tc00.1047053503781.60
TcCLB.503781.70	Tc00.1047053503781.70
TcCLB.503781.80	Tc00.1047053503781.80
TcCLB.503781.90	Tc00.1047053503781.90
TcCLB.503783.17	Tc00.1047053503783.17
TcCLB.503783.34	Tc00.1047053503783.34
TcCLB.503783.50	Tc00.1047053503783.50
TcCLB.503783.70	Tc00.1047053503783.70
TcCLB.503783.80	Tc00.1047053503783.80
TcCLB.503785.10	Tc00.1047053503785.10
TcCLB.503785.20	Tc00.1047053503785.20
TcCLB.503785.30	Tc00.1047053503785.30
TcCLB.503787.20	Tc00.1047053503787.20
TcCLB.503787.30	Tc00.1047053503787.30
TcCLB.503787.50	Tc00.1047053503787.50
TcCLB.503787.65	Tc00.1047053503787.65
TcCLB.503789.10	Tc00.1047053503789.10
TcCLB.503789.20	Tc00.1047053503789.20
TcCLB.503789.30	Tc00.1047053503789.30
TcCLB.503789.34	Tc00.1047053503789.34
TcCLB.503789.40	Tc00.1047053503789.40
TcCLB.503789.60	Tc00.1047053503789.60
TcCLB.503789.70	Tc00.1047053503789.70
TcCLB.503791.10	Tc00.1047053503791.10
TcCLB.503791.20	Tc00.1047053503791.20
TcCLB.503791.30	Tc00.1047053503791.30
TcCLB.503791.40	Tc00.1047053503791.40
TcCLB.503791.49	Tc00.1047053503791.49
TcCLB.503793.10	Tc00.1047053503793.10
TcCLB.503793.20	Tc00.1047053503793.20
TcCLB.503795.10	Tc00.1047053503795.10
TcCLB.503797.10	Tc00.1047053503797.10
TcCLB.503797.20	Tc00.1047053503797.20
TcCLB.503797.4	Tc00.1047053503797.4
TcCLB.503797.7	Tc00.1047053503797.7
TcCLB.503799.10	Tc00.1047053503799.10
TcCLB.503799.4	Tc00.1047053503799.4
TcCLB.503801.20	Tc00.1047053503801.20
TcCLB.503801.30	Tc00.1047053503801.30
TcCLB.503801.50	Tc00.1047053503801.50
TcCLB.503801.60	Tc00.1047053503801.60
TcCLB.503801.70	Tc00.1047053503801.70
TcCLB.503801.79	Tc00.1047053503801.79
TcCLB.503801.9	Tc00.1047053503801.9
TcCLB.503803.10	Tc00.1047053503803.10
TcCLB.503803.20	Tc00.1047053503803.20
TcCLB.503803.4	Tc00.1047053503803.4
TcCLB.503805.10	Tc00.1047053503805.10
TcCLB.503805.20	Tc00.1047053503805.20
TcCLB.503805.3	Tc00.1047053503805.3
TcCLB.503805.30	Tc00.1047053503805.30
TcCLB.503805.40	Tc00.1047053503805.40
TcCLB.503805.6	Tc00.1047053503805.6
TcCLB.503805.9	Tc00.1047053503805.9
TcCLB.503809.10	Tc00.1047053503809.10
TcCLB.503809.100	Tc00.1047053503809.100
TcCLB.503809.110	Tc00.1047053503809.110
TcCLB.503809.120	Tc00.1047053503809.120
TcCLB.503809.130	Tc00.1047053503809.130
TcCLB.503809.140	Tc00.1047053503809.140
TcCLB.503809.149	Tc00.1047053503809.149
TcCLB.503809.158	Tc00.1047053503809.158
TcCLB.503809.20	Tc00.1047053503809.20
TcCLB.503809.24	Tc00.1047053503809.24
TcCLB.503809.30	Tc00.1047053503809.30
TcCLB.503809.40	Tc00.1047053503809.40
TcCLB.503809.50	Tc00.1047053503809.50
TcCLB.503809.60	Tc00.1047053503809.60
TcCLB.503809.68	Tc00.1047053503809.68
TcCLB.503809.75	Tc00.1047053503809.75
TcCLB.503809.90	Tc00.1047053503809.90
TcCLB.503811.10	Tc00.1047053503811.10
TcCLB.503811.20	Tc00.1047053503811.20
TcCLB.503811.40	Tc00.1047053503811.40
TcCLB.503811.45	Tc00.1047053503811.45
TcCLB.503811.50	Tc00.1047053503811.50
TcCLB.503811.60	Tc00.1047053503811.60
TcCLB.503811.70	Tc00.1047053503811.70
TcCLB.503811.80	Tc00.1047053503811.80
TcCLB.503813.10	Tc00.1047053503813.10
TcCLB.503813.20	Tc00.1047053503813.20
TcCLB.503813.30	Tc00.1047053503813.30
TcCLB.503815.10	Tc00.1047053503815.10
TcCLB.503815.20	Tc00.1047053503815.20
TcCLB.503815.29	Tc00.1047053503815.29
TcCLB.503815.4	Tc00.1047053503815.4
TcCLB.503817.10	Tc00.1047053503817.10
TcCLB.503819.10	Tc00.1047053503819.10
TcCLB.503819.20	Tc00.1047053503819.20
TcCLB.503819.30	Tc00.1047053503819.30
TcCLB.503821.10	Tc00.1047053503821.10
TcCLB.503821.19	Tc00.1047053503821.19
TcCLB.503821.5	Tc00.1047053503821.5
TcCLB.503823.10	Tc00.1047053503823.10
TcCLB.503823.100	Tc00.1047053503823.100
TcCLB.503823.104	Tc00.1047053503823.104
TcCLB.503823.11	Tc00.1047053503823.11
TcCLB.503823.110	Tc00.1047053503823.110
TcCLB.503823.12	Tc00.1047053503823.12
TcCLB.503823.120	Tc00.1047053503823.120
TcCLB.503823.13	Tc00.1047053503823.13
TcCLB.503823.130	Tc00.1047053503823.130
TcCLB.503823.14	Tc00.1047053503823.14
TcCLB.503823.140	Tc00.1047053503823.140
TcCLB.503823.15	Tc00.1047053503823.15
TcCLB.503823.150	Tc00.1047053503823.150
TcCLB.503823.16	Tc00.1047053503823.16
TcCLB.503823.160	Tc00.1047053503823.160
TcCLB.503823.169	Tc00.1047053503823.169
TcCLB.503823.20	Tc00.1047053503823.20
TcCLB.503823.30	Tc00.1047053503823.30
TcCLB.503823.40	Tc00.1047053503823.40
TcCLB.503823.50	Tc00.1047053503823.50
TcCLB.503823.60	Tc00.1047053503823.60
TcCLB.503823.70	Tc00.1047053503823.70
TcCLB.503823.80	Tc00.1047053503823.80
TcCLB.503823.84	Tc00.1047053503823.84
TcCLB.503823.90	Tc00.1047053503823.90
TcCLB.503825.10	Tc00.1047053503825.10
TcCLB.503825.19	Tc00.1047053503825.19
TcCLB.503827.10	Tc00.1047053503827.10
TcCLB.503827.100	Tc00.1047053503827.100
TcCLB.503827.20	Tc00.1047053503827.20
TcCLB.503827.30	Tc00.1047053503827.30
TcCLB.503827.5	Tc00.1047053503827.5
TcCLB.503827.50	Tc00.1047053503827.50
TcCLB.503827.55	Tc00.1047053503827.55
TcCLB.503827.60	Tc00.1047053503827.60
TcCLB.503827.71	Tc00.1047053503827.71
TcCLB.503827.80	Tc00.1047053503827.80
TcCLB.503827.87	Tc00.1047053503827.87
TcCLB.503827.94	Tc00.1047053503827.94
TcCLB.503829.10	Tc00.1047053503829.10
TcCLB.503829.30	Tc00.1047053503829.30
TcCLB.503829.40	Tc00.1047053503829.40
TcCLB.503829.50	Tc00.1047053503829.50
TcCLB.503829.70	Tc00.1047053503829.70
TcCLB.503829.80	Tc00.1047053503829.80
TcCLB.503829.89	Tc00.1047053503829.89
TcCLB.503831.20	Tc00.1047053503831.20
TcCLB.503831.40	Tc00.1047053503831.40
TcCLB.503833.10	Tc00.1047053503833.10
TcCLB.503833.20	Tc00.1047053503833.20
TcCLB.503833.30	Tc00.1047053503833.30
TcCLB.503833.40	Tc00.1047053503833.40
TcCLB.503833.50	Tc00.1047053503833.50
TcCLB.503833.60	Tc00.1047053503833.60
TcCLB.503833.69	Tc00.1047053503833.69
TcCLB.503835.10	Tc00.1047053503835.10
TcCLB.503835.20	Tc00.1047053503835.20
TcCLB.503835.30	Tc00.1047053503835.30
TcCLB.503835.39	Tc00.1047053503835.39
TcCLB.503835.5	Tc00.1047053503835.5
TcCLB.503837.10	Tc00.1047053503837.10
TcCLB.503837.20	Tc00.1047053503837.20
TcCLB.503837.30	Tc00.1047053503837.30
TcCLB.503837.40	Tc00.1047053503837.40
TcCLB.503837.5	Tc00.1047053503837.5
TcCLB.503839.10	Tc00.1047053503839.10
TcCLB.503839.19	Tc00.1047053503839.19
TcCLB.503839.30	Tc00.1047053503839.30
TcCLB.503839.39	Tc00.1047053503839.39
TcCLB.503839.5	Tc00.1047053503839.5
TcCLB.503841.10	Tc00.1047053503841.10
TcCLB.503841.20	Tc00.1047053503841.20
TcCLB.503841.30	Tc00.1047053503841.30
TcCLB.503841.40	Tc00.1047053503841.40
TcCLB.503841.50	Tc00.1047053503841.50
TcCLB.503841.60	Tc00.1047053503841.60
TcCLB.503841.70	Tc00.1047053503841.70
TcCLB.503841.80	Tc00.1047053503841.80
TcCLB.503843.10	Tc00.1047053503843.10
TcCLB.503843.20	Tc00.1047053503843.20
TcCLB.503843.30	Tc00.1047053503843.30
TcCLB.503843.40	Tc00.1047053503843.40
TcCLB.503845.20	Tc00.1047053503845.20
TcCLB.503845.30	Tc00.1047053503845.30
TcCLB.503845.60	Tc00.1047053503845.60
TcCLB.503847.10	Tc00.1047053503847.10
TcCLB.503847.20	Tc00.1047053503847.20
TcCLB.503847.30	Tc00.1047053503847.30
TcCLB.503847.40	Tc00.1047053503847.40
TcCLB.503847.50	Tc00.1047053503847.50
TcCLB.503847.60	Tc00.1047053503847.60
TcCLB.503847.70	Tc00.1047053503847.70
TcCLB.503847.80	Tc00.1047053503847.80
TcCLB.503847.90	Tc00.1047053503847.90
TcCLB.503847.99	Tc00.1047053503847.99
TcCLB.503849.40	Tc00.1047053503849.40
TcCLB.503849.51	Tc00.1047053503849.51
TcCLB.503849.60	Tc00.1047053503849.60
TcCLB.503849.80	Tc00.1047053503849.80
TcCLB.503851.10	Tc00.1047053503851.10
TcCLB.503851.24	Tc00.1047053503851.24
TcCLB.503851.32	Tc00.1047053503851.32
TcCLB.503851.40	Tc00.1047053503851.40
TcCLB.503851.54	Tc00.1047053503851.54
TcCLB.503853.10	Tc00.1047053503853.10
TcCLB.503855.10	Tc00.1047053503855.10
TcCLB.503855.20	Tc00.1047053503855.20
TcCLB.503855.30	Tc00.1047053503855.30
TcCLB.503855.40	Tc00.1047053503855.40
TcCLB.503855.50	Tc00.1047053503855.50
TcCLB.503855.60	Tc00.1047053503855.60
TcCLB.503855.80	Tc00.1047053503855.80
TcCLB.503859.10	Tc00.1047053503859.10
TcCLB.503859.25	Tc00.1047053503859.25
TcCLB.503859.40	Tc00.1047053503859.40
TcCLB.503859.45	Tc00.1047053503859.45
TcCLB.503859.50	Tc00.1047053503859.50
TcCLB.503859.60	Tc00.1047053503859.60
TcCLB.503861.10	Tc00.1047053503861.10
TcCLB.503861.100	Tc00.1047053503861.100
TcCLB.503861.110	Tc00.1047053503861.110
TcCLB.503861.30	Tc00.1047053503861.30
TcCLB.503861.40	Tc00.1047053503861.40
TcCLB.503861.50	Tc00.1047053503861.50
TcCLB.503861.80	Tc00.1047053503861.80
TcCLB.503863.9	Tc00.1047053503863.9
TcCLB.503865.12	Tc00.1047053503865.12
TcCLB.503865.16	Tc00.1047053503865.16
TcCLB.503865.20	Tc00.1047053503865.20
TcCLB.503865.30	Tc00.1047053503865.30
TcCLB.503865.4	Tc00.1047053503865.4
TcCLB.503865.40	Tc00.1047053503865.40
TcCLB.503865.50	Tc00.1047053503865.50
TcCLB.503865.60	Tc00.1047053503865.60
TcCLB.503865.70	Tc00.1047053503865.70
TcCLB.503865.8	Tc00.1047053503865.8
TcCLB.503865.80	Tc00.1047053503865.80
TcCLB.503867.10	Tc00.1047053503867.10
TcCLB.503867.20	Tc00.1047053503867.20
TcCLB.503867.5	Tc00.1047053503867.5
TcCLB.503869.20	Tc00.1047053503869.20
TcCLB.503869.30	Tc00.1047053503869.30
TcCLB.503869.40	Tc00.1047053503869.40
TcCLB.503869.50	Tc00.1047053503869.50
TcCLB.503869.60	Tc00.1047053503869.60
TcCLB.503869.9	Tc00.1047053503869.9
TcCLB.503871.10	Tc00.1047053503871.10
TcCLB.503873.10	Tc00.1047053503873.10
TcCLB.503875.10	Tc00.1047053503875.10
TcCLB.503875.30	Tc00.1047053503875.30
TcCLB.503875.40	Tc00.1047053503875.40
TcCLB.503877.10	Tc00.1047053503877.10
TcCLB.503877.19	Tc00.1047053503877.19
TcCLB.503879.10	Tc00.1047053503879.10
TcCLB.503879.100	Tc00.1047053503879.100
TcCLB.503879.110	Tc00.1047053503879.110
TcCLB.503879.119	Tc00.1047053503879.119
TcCLB.503879.20	Tc00.1047053503879.20
TcCLB.503879.30	Tc00.1047053503879.30
TcCLB.503879.50	Tc00.1047053503879.50
TcCLB.503879.60	Tc00.1047053503879.60
TcCLB.503879.90	Tc00.1047053503879.90
TcCLB.503881.10	Tc00.1047053503881.10
TcCLB.503881.20	Tc00.1047053503881.20
TcCLB.503881.30	Tc00.1047053503881.30
TcCLB.503881.39	Tc00.1047053503881.39
TcCLB.503881.4	Tc00.1047053503881.4
TcCLB.503881.50	Tc00.1047053503881.50
TcCLB.503883.10	Tc00.1047053503883.10
TcCLB.503885.10	Tc00.1047053503885.10
TcCLB.503885.100	Tc00.1047053503885.100
TcCLB.503885.20	Tc00.1047053503885.20
TcCLB.503885.30	Tc00.1047053503885.30
TcCLB.503885.40	Tc00.1047053503885.40
TcCLB.503885.50	Tc00.1047053503885.50
TcCLB.503885.60	Tc00.1047053503885.60
TcCLB.503885.70	Tc00.1047053503885.70
TcCLB.503885.80	Tc00.1047053503885.80
TcCLB.503885.90	Tc00.1047053503885.90
TcCLB.503887.10	Tc00.1047053503887.10
TcCLB.503887.20	Tc00.1047053503887.20
TcCLB.503887.30	Tc00.1047053503887.30
TcCLB.503887.40	Tc00.1047053503887.40
TcCLB.503887.50	Tc00.1047053503887.50
TcCLB.503887.60	Tc00.1047053503887.60
TcCLB.503887.70	Tc00.1047053503887.70
