id	previousid
TcCLB.509023.130	Tc00.1047053509023.130
TcCLB.509023.140	Tc00.1047053509023.140
TcCLB.509023.150	Tc00.1047053509023.150
TcCLB.509023.160	Tc00.1047053509023.160
TcCLB.509023.170	Tc00.1047053509023.170
TcCLB.509023.180	Tc00.1047053509023.180
TcCLB.509023.190	Tc00.1047053509023.190
TcCLB.509023.20	Tc00.1047053509023.20
TcCLB.509023.200	Tc00.1047053509023.200
TcCLB.509023.209	Tc00.1047053509023.209
TcCLB.509023.30	Tc00.1047053509023.30
TcCLB.509023.40	Tc00.1047053509023.40
TcCLB.509023.50	Tc00.1047053509023.50
TcCLB.509023.60	Tc00.1047053509023.60
TcCLB.509023.70	Tc00.1047053509023.70
TcCLB.509023.80	Tc00.1047053509023.80
TcCLB.509023.90	Tc00.1047053509023.90
TcCLB.509025.10	Tc00.1047053509025.10
TcCLB.509025.20	Tc00.1047053509025.20
TcCLB.509025.29	Tc00.1047053509025.29
TcCLB.509027.10	Tc00.1047053509027.10
TcCLB.509027.20	Tc00.1047053509027.20
TcCLB.509027.24	Tc00.1047053509027.24
TcCLB.509027.30	Tc00.1047053509027.30
TcCLB.509027.40	Tc00.1047053509027.40
TcCLB.509027.50	Tc00.1047053509027.50
TcCLB.509027.60	Tc00.1047053509027.60
TcCLB.509027.70	Tc00.1047053509027.70
TcCLB.509029.10	Tc00.1047053509029.10
TcCLB.509029.100	Tc00.1047053509029.100
TcCLB.509029.110	Tc00.1047053509029.110
TcCLB.509029.120	Tc00.1047053509029.120
TcCLB.509029.130	Tc00.1047053509029.130
TcCLB.509029.140	Tc00.1047053509029.140
TcCLB.509029.150	Tc00.1047053509029.150
TcCLB.509029.160	Tc00.1047053509029.160
TcCLB.509029.170	Tc00.1047053509029.170
TcCLB.509029.20	Tc00.1047053509029.20
TcCLB.509029.30	Tc00.1047053509029.30
TcCLB.509029.40	Tc00.1047053509029.40
TcCLB.509029.50	Tc00.1047053509029.50
TcCLB.509029.60	Tc00.1047053509029.60
TcCLB.509029.70	Tc00.1047053509029.70
TcCLB.509029.80	Tc00.1047053509029.80
TcCLB.509029.90	Tc00.1047053509029.90
TcCLB.509031.10	Tc00.1047053509031.10
TcCLB.509031.20	Tc00.1047053509031.20
TcCLB.509031.3	Tc00.1047053509031.3
TcCLB.509031.4	Tc00.1047053509031.4
TcCLB.509031.6	Tc00.1047053509031.6
TcCLB.509033.10	Tc00.1047053509033.10
TcCLB.509033.100	Tc00.1047053509033.100
TcCLB.509033.109	Tc00.1047053509033.109
TcCLB.509033.20	Tc00.1047053509033.20
TcCLB.509033.30	Tc00.1047053509033.30
TcCLB.509033.40	Tc00.1047053509033.40
TcCLB.509033.44	Tc00.1047053509033.44
TcCLB.509033.50	Tc00.1047053509033.50
TcCLB.509033.60	Tc00.1047053509033.60
TcCLB.509033.70	Tc00.1047053509033.70
TcCLB.509033.80	Tc00.1047053509033.80
TcCLB.509035.20	Tc00.1047053509035.20
TcCLB.509037.12	Tc00.1047053509037.12
TcCLB.509037.15	Tc00.1047053509037.15
TcCLB.509037.18	Tc00.1047053509037.18
TcCLB.509037.20	Tc00.1047053509037.20
TcCLB.509037.23	Tc00.1047053509037.23
TcCLB.509037.26	Tc00.1047053509037.26
TcCLB.509037.29	Tc00.1047053509037.29
TcCLB.509037.3	Tc00.1047053509037.3
TcCLB.509037.30	Tc00.1047053509037.30
TcCLB.509037.40	Tc00.1047053509037.40
TcCLB.509037.50	Tc00.1047053509037.50
TcCLB.509037.6	Tc00.1047053509037.6
TcCLB.509037.9	Tc00.1047053509037.9
TcCLB.509039.10	Tc00.1047053509039.10
TcCLB.509039.20	Tc00.1047053509039.20
TcCLB.509039.30	Tc00.1047053509039.30
TcCLB.509039.4	Tc00.1047053509039.4
TcCLB.509039.40	Tc00.1047053509039.40
TcCLB.509039.49	Tc00.1047053509039.49
TcCLB.509041.10	Tc00.1047053509041.10
TcCLB.509043.10	Tc00.1047053509043.10
TcCLB.509045.10	Tc00.1047053509045.10
TcCLB.509045.20	Tc00.1047053509045.20
TcCLB.509045.29	Tc00.1047053509045.29
TcCLB.509047.10	Tc00.1047053509047.10
TcCLB.509047.100	Tc00.1047053509047.100
TcCLB.509047.110	Tc00.1047053509047.110
TcCLB.509047.119	Tc00.1047053509047.119
TcCLB.509047.14	Tc00.1047053509047.14
TcCLB.509047.20	Tc00.1047053509047.20
TcCLB.509047.30	Tc00.1047053509047.30
TcCLB.509047.40	Tc00.1047053509047.40
TcCLB.509047.50	Tc00.1047053509047.50
TcCLB.509047.60	Tc00.1047053509047.60
TcCLB.509047.70	Tc00.1047053509047.70
TcCLB.509047.80	Tc00.1047053509047.80
TcCLB.509049.10	Tc00.1047053509049.10
TcCLB.509049.20	Tc00.1047053509049.20
TcCLB.509049.30	Tc00.1047053509049.30
TcCLB.509049.40	Tc00.1047053509049.40
TcCLB.509049.5	Tc00.1047053509049.5
TcCLB.509049.51	Tc00.1047053509049.51
TcCLB.509051.20	Tc00.1047053509051.20
TcCLB.509051.30	Tc00.1047053509051.30
TcCLB.509051.40	Tc00.1047053509051.40
TcCLB.509051.50	Tc00.1047053509051.50
TcCLB.509051.60	Tc00.1047053509051.60
TcCLB.509053.10	Tc00.1047053509053.10
TcCLB.509053.100	Tc00.1047053509053.100
TcCLB.509053.110	Tc00.1047053509053.110
TcCLB.509053.120	Tc00.1047053509053.120
TcCLB.509053.130	Tc00.1047053509053.130
TcCLB.509053.140	Tc00.1047053509053.140
TcCLB.509053.150	Tc00.1047053509053.150
TcCLB.509053.160	Tc00.1047053509053.160
TcCLB.509053.170	Tc00.1047053509053.170
TcCLB.509053.179	Tc00.1047053509053.179
TcCLB.509053.20	Tc00.1047053509053.20
TcCLB.509053.30	Tc00.1047053509053.30
TcCLB.509053.40	Tc00.1047053509053.40
TcCLB.509053.50	Tc00.1047053509053.50
TcCLB.509053.60	Tc00.1047053509053.60
TcCLB.509053.70	Tc00.1047053509053.70
TcCLB.509053.80	Tc00.1047053509053.80
TcCLB.509053.90	Tc00.1047053509053.90
TcCLB.509055.10	Tc00.1047053509055.10
TcCLB.509055.20	Tc00.1047053509055.20
TcCLB.509055.30	Tc00.1047053509055.30
TcCLB.509055.40	Tc00.1047053509055.40
TcCLB.509055.44	Tc00.1047053509055.44
TcCLB.509055.50	Tc00.1047053509055.50
TcCLB.509055.54	Tc00.1047053509055.54
TcCLB.509055.60	Tc00.1047053509055.60
TcCLB.509055.69	Tc00.1047053509055.69
TcCLB.509057.10	Tc00.1047053509057.10
TcCLB.509057.20	Tc00.1047053509057.20
TcCLB.509059.10	Tc00.1047053509059.10
TcCLB.509059.20	Tc00.1047053509059.20
TcCLB.509059.30	Tc00.1047053509059.30
TcCLB.509059.40	Tc00.1047053509059.40
TcCLB.509059.50	Tc00.1047053509059.50
TcCLB.509059.60	Tc00.1047053509059.60
TcCLB.509059.70	Tc00.1047053509059.70
TcCLB.509059.80	Tc00.1047053509059.80
TcCLB.509059.89	Tc00.1047053509059.89
TcCLB.509061.10	Tc00.1047053509061.10
TcCLB.509061.20	Tc00.1047053509061.20
TcCLB.509063.10	Tc00.1047053509063.10
TcCLB.509063.2	Tc00.1047053509063.2
TcCLB.509063.20	Tc00.1047053509063.20
TcCLB.509063.30	Tc00.1047053509063.30
TcCLB.509063.4	Tc00.1047053509063.4
TcCLB.509065.100	Tc00.1047053509065.100
TcCLB.509065.110	Tc00.1047053509065.110
TcCLB.509065.120	Tc00.1047053509065.120
TcCLB.509065.124	Tc00.1047053509065.124
TcCLB.509065.130	Tc00.1047053509065.130
TcCLB.509065.140	Tc00.1047053509065.140
TcCLB.509065.150	Tc00.1047053509065.150
TcCLB.509065.160	Tc00.1047053509065.160
TcCLB.509065.170	Tc00.1047053509065.170
TcCLB.509065.180	Tc00.1047053509065.180
TcCLB.509065.20	Tc00.1047053509065.20
TcCLB.509065.30	Tc00.1047053509065.30
TcCLB.509065.33	Tc00.1047053509065.33
TcCLB.509065.36	Tc00.1047053509065.36
TcCLB.509065.40	Tc00.1047053509065.40
TcCLB.509065.50	Tc00.1047053509065.50
TcCLB.509065.60	Tc00.1047053509065.60
TcCLB.509065.70	Tc00.1047053509065.70
TcCLB.509065.79	Tc00.1047053509065.79
TcCLB.509065.9	Tc00.1047053509065.9
TcCLB.509065.90	Tc00.1047053509065.90
TcCLB.509067.14	Tc00.1047053509067.14
TcCLB.509067.30	Tc00.1047053509067.30
TcCLB.509067.40	Tc00.1047053509067.40
TcCLB.509067.50	Tc00.1047053509067.50
TcCLB.509067.60	Tc00.1047053509067.60
TcCLB.509067.70	Tc00.1047053509067.70
TcCLB.509069.14	Tc00.1047053509069.14
TcCLB.509069.20	Tc00.1047053509069.20
TcCLB.509069.30	Tc00.1047053509069.30
TcCLB.509069.40	Tc00.1047053509069.40
TcCLB.509069.49	Tc00.1047053509069.49
TcCLB.509071.10	Tc00.1047053509071.10
TcCLB.509073.10	Tc00.1047053509073.10
TcCLB.509073.100	Tc00.1047053509073.100
TcCLB.509073.110	Tc00.1047053509073.110
TcCLB.509073.119	Tc00.1047053509073.119
TcCLB.509073.20	Tc00.1047053509073.20
TcCLB.509073.30	Tc00.1047053509073.30
TcCLB.509073.40	Tc00.1047053509073.40
TcCLB.509073.50	Tc00.1047053509073.50
TcCLB.509073.60	Tc00.1047053509073.60
TcCLB.509073.70	Tc00.1047053509073.70
TcCLB.509073.80	Tc00.1047053509073.80
TcCLB.509073.90	Tc00.1047053509073.90
TcCLB.509075.11	Tc00.1047053509075.11
TcCLB.509075.16	Tc00.1047053509075.16
TcCLB.509075.20	Tc00.1047053509075.20
TcCLB.509075.31	Tc00.1047053509075.31
TcCLB.509075.40	Tc00.1047053509075.40
TcCLB.509075.50	Tc00.1047053509075.50
TcCLB.509075.70	Tc00.1047053509075.70
TcCLB.509077.20	Tc00.1047053509077.20
TcCLB.509079.10	Tc00.1047053509079.10
TcCLB.509079.20	Tc00.1047053509079.20
TcCLB.509081.10	Tc00.1047053509081.10
TcCLB.509081.100	Tc00.1047053509081.100
TcCLB.509081.110	Tc00.1047053509081.110
TcCLB.509081.130	Tc00.1047053509081.130
TcCLB.509081.140	Tc00.1047053509081.140
TcCLB.509081.150	Tc00.1047053509081.150
TcCLB.509081.166	Tc00.1047053509081.166
TcCLB.509081.20	Tc00.1047053509081.20
TcCLB.509081.40	Tc00.1047053509081.40
TcCLB.509081.5	Tc00.1047053509081.5
TcCLB.509081.60	Tc00.1047053509081.60
TcCLB.509081.80	Tc00.1047053509081.80
TcCLB.509083.9	Tc00.1047053509083.9
TcCLB.509085.110	Tc00.1047053509085.110
TcCLB.509085.120	Tc00.1047053509085.120
TcCLB.509085.136	Tc00.1047053509085.136
TcCLB.509085.20	Tc00.1047053509085.20
TcCLB.509085.31	Tc00.1047053509085.31
TcCLB.509085.40	Tc00.1047053509085.40
TcCLB.509085.50	Tc00.1047053509085.50
TcCLB.509085.60	Tc00.1047053509085.60
TcCLB.509085.90	Tc00.1047053509085.90
TcCLB.509087.10	Tc00.1047053509087.10
TcCLB.509087.20	Tc00.1047053509087.20
TcCLB.509089.9	Tc00.1047053509089.9
TcCLB.509091.10	Tc00.1047053509091.10
TcCLB.509093.10	Tc00.1047053509093.10
TcCLB.509095.10	Tc00.1047053509095.10
TcCLB.509097.10	Tc00.1047053509097.10
TcCLB.509097.20	Tc00.1047053509097.20
TcCLB.509097.28	Tc00.1047053509097.28
TcCLB.509097.36	Tc00.1047053509097.36
TcCLB.509097.44	Tc00.1047053509097.44
TcCLB.509097.52	Tc00.1047053509097.52
TcCLB.509097.60	Tc00.1047053509097.60
TcCLB.509099.10	Tc00.1047053509099.10
TcCLB.509099.100	Tc00.1047053509099.100
TcCLB.509099.110	Tc00.1047053509099.110
TcCLB.509099.120	Tc00.1047053509099.120
TcCLB.509099.130	Tc00.1047053509099.130
TcCLB.509099.140	Tc00.1047053509099.140
TcCLB.509099.150	Tc00.1047053509099.150
TcCLB.509099.160	Tc00.1047053509099.160
TcCLB.509099.170	Tc00.1047053509099.170
TcCLB.509099.20	Tc00.1047053509099.20
TcCLB.509099.30	Tc00.1047053509099.30
TcCLB.509099.40	Tc00.1047053509099.40
TcCLB.509099.5	Tc00.1047053509099.5
TcCLB.509099.50	Tc00.1047053509099.50
TcCLB.509099.59	Tc00.1047053509099.59
TcCLB.509099.70	Tc00.1047053509099.70
TcCLB.509099.80	Tc00.1047053509099.80
TcCLB.509099.89	Tc00.1047053509099.89
TcCLB.509101.9	Tc00.1047053509101.9
TcCLB.509103.10	Tc00.1047053509103.10
TcCLB.509103.20	Tc00.1047053509103.20
TcCLB.509103.30	Tc00.1047053509103.30
TcCLB.509103.39	Tc00.1047053509103.39
TcCLB.509103.4	Tc00.1047053509103.4
TcCLB.509105.10	Tc00.1047053509105.10
TcCLB.509105.100	Tc00.1047053509105.100
TcCLB.509105.110	Tc00.1047053509105.110
TcCLB.509105.112	Tc00.1047053509105.112
TcCLB.509105.114	Tc00.1047053509105.114
TcCLB.509105.116	Tc00.1047053509105.116
TcCLB.509105.118	Tc00.1047053509105.118
TcCLB.509105.120	Tc00.1047053509105.120
TcCLB.509105.130	Tc00.1047053509105.130
TcCLB.509105.140	Tc00.1047053509105.140
TcCLB.509105.150	Tc00.1047053509105.150
TcCLB.509105.20	Tc00.1047053509105.20
TcCLB.509105.4	Tc00.1047053509105.4
TcCLB.509105.50	Tc00.1047053509105.50
TcCLB.509105.60	Tc00.1047053509105.60
TcCLB.509105.70	Tc00.1047053509105.70
TcCLB.509105.80	Tc00.1047053509105.80
TcCLB.509105.90	Tc00.1047053509105.90
TcCLB.509105.94	Tc00.1047053509105.94
TcCLB.509107.9	Tc00.1047053509107.9
TcCLB.509109.100	Tc00.1047053509109.100
TcCLB.509109.110	Tc00.1047053509109.110
TcCLB.509109.114	Tc00.1047053509109.114
TcCLB.509109.120	Tc00.1047053509109.120
TcCLB.509109.130	Tc00.1047053509109.130
TcCLB.509109.14	Tc00.1047053509109.14
TcCLB.509109.140	Tc00.1047053509109.140
TcCLB.509109.145	Tc00.1047053509109.145
TcCLB.509109.150	Tc00.1047053509109.150
TcCLB.509109.160	Tc00.1047053509109.160
TcCLB.509109.170	Tc00.1047053509109.170
TcCLB.509109.180	Tc00.1047053509109.180
TcCLB.509109.190	Tc00.1047053509109.190
TcCLB.509109.30	Tc00.1047053509109.30
TcCLB.509109.40	Tc00.1047053509109.40
TcCLB.509109.50	Tc00.1047053509109.50
TcCLB.509109.80	Tc00.1047053509109.80
TcCLB.509109.90	Tc00.1047053509109.90
TcCLB.509111.10	Tc00.1047053509111.10
TcCLB.509111.19	Tc00.1047053509111.19
TcCLB.509111.28	Tc00.1047053509111.28
TcCLB.509113.10	Tc00.1047053509113.10
TcCLB.509115.20	Tc00.1047053509115.20
TcCLB.509115.30	Tc00.1047053509115.30
TcCLB.509115.41	Tc00.1047053509115.41
TcCLB.509115.50	Tc00.1047053509115.50
TcCLB.509115.60	Tc00.1047053509115.60
TcCLB.509117.10	Tc00.1047053509117.10
TcCLB.509117.19	Tc00.1047053509117.19
TcCLB.509119.10	Tc00.1047053509119.10
TcCLB.509119.30	Tc00.1047053509119.30
TcCLB.509119.39	Tc00.1047053509119.39
TcCLB.509121.10	Tc00.1047053509121.10
TcCLB.509121.20	Tc00.1047053509121.20
TcCLB.509123.10	Tc00.1047053509123.10
TcCLB.509123.20	Tc00.1047053509123.20
TcCLB.509123.30	Tc00.1047053509123.30
TcCLB.509123.5	Tc00.1047053509123.5
TcCLB.509125.10	Tc00.1047053509125.10
TcCLB.509125.20	Tc00.1047053509125.20
TcCLB.509127.10	Tc00.1047053509127.10
TcCLB.509127.104	Tc00.1047053509127.104
TcCLB.509127.110	Tc00.1047053509127.110
TcCLB.509127.20	Tc00.1047053509127.20
TcCLB.509127.30	Tc00.1047053509127.30
TcCLB.509127.40	Tc00.1047053509127.40
TcCLB.509127.50	Tc00.1047053509127.50
TcCLB.509127.59	Tc00.1047053509127.59
TcCLB.509127.70	Tc00.1047053509127.70
TcCLB.509127.80	Tc00.1047053509127.80
TcCLB.509127.90	Tc00.1047053509127.90
TcCLB.509127.97	Tc00.1047053509127.97
TcCLB.509129.10	Tc00.1047053509129.10
TcCLB.509133.10	Tc00.1047053509133.10
TcCLB.509135.9	Tc00.1047053509135.9
TcCLB.509137.10	Tc00.1047053509137.10
TcCLB.509137.20	Tc00.1047053509137.20
TcCLB.509137.30	Tc00.1047053509137.30
TcCLB.509139.10	Tc00.1047053509139.10
TcCLB.509139.20	Tc00.1047053509139.20
TcCLB.509141.10	Tc00.1047053509141.10
TcCLB.509141.20	Tc00.1047053509141.20
TcCLB.509141.30	Tc00.1047053509141.30
TcCLB.509141.40	Tc00.1047053509141.40
TcCLB.509143.10	Tc00.1047053509143.10
TcCLB.509145.10	Tc00.1047053509145.10
TcCLB.509145.19	Tc00.1047053509145.19
TcCLB.509147.21	Tc00.1047053509147.21
TcCLB.509147.40	Tc00.1047053509147.40
TcCLB.509147.50	Tc00.1047053509147.50
TcCLB.509149.20	Tc00.1047053509149.20
TcCLB.509149.30	Tc00.1047053509149.30
TcCLB.509149.40	Tc00.1047053509149.40
TcCLB.509149.50	Tc00.1047053509149.50
TcCLB.509149.60	Tc00.1047053509149.60
TcCLB.509149.70	Tc00.1047053509149.70
TcCLB.509149.80	Tc00.1047053509149.80
TcCLB.509149.9	Tc00.1047053509149.9
TcCLB.509151.10	Tc00.1047053509151.10
TcCLB.509151.100	Tc00.1047053509151.100
TcCLB.509151.110	Tc00.1047053509151.110
TcCLB.509151.120	Tc00.1047053509151.120
TcCLB.509151.130	Tc00.1047053509151.130
TcCLB.509151.140	Tc00.1047053509151.140
TcCLB.509151.20	Tc00.1047053509151.20
TcCLB.509151.29	Tc00.1047053509151.29
TcCLB.509151.40	Tc00.1047053509151.40
TcCLB.509151.50	Tc00.1047053509151.50
TcCLB.509151.60	Tc00.1047053509151.60
TcCLB.509151.70	Tc00.1047053509151.70
TcCLB.509151.80	Tc00.1047053509151.80
TcCLB.509151.90	Tc00.1047053509151.90
TcCLB.509153.10	Tc00.1047053509153.10
TcCLB.509153.100	Tc00.1047053509153.100
TcCLB.509153.110	Tc00.1047053509153.110
TcCLB.509153.120	Tc00.1047053509153.120
TcCLB.509153.130	Tc00.1047053509153.130
TcCLB.509153.139	Tc00.1047053509153.139
TcCLB.509153.20	Tc00.1047053509153.20
TcCLB.509153.30	Tc00.1047053509153.30
TcCLB.509153.40	Tc00.1047053509153.40
TcCLB.509153.50	Tc00.1047053509153.50
TcCLB.509153.60	Tc00.1047053509153.60
TcCLB.509153.70	Tc00.1047053509153.70
TcCLB.509153.80	Tc00.1047053509153.80
TcCLB.509153.90	Tc00.1047053509153.90
TcCLB.509155.10	Tc00.1047053509155.10
TcCLB.509155.30	Tc00.1047053509155.30
TcCLB.509155.39	Tc00.1047053509155.39
TcCLB.509157.100	Tc00.1047053509157.100
TcCLB.509157.110	Tc00.1047053509157.110
TcCLB.509157.120	Tc00.1047053509157.120
TcCLB.509157.170	Tc00.1047053509157.170
TcCLB.509157.210	Tc00.1047053509157.210
TcCLB.509157.220	Tc00.1047053509157.220
TcCLB.509157.230	Tc00.1047053509157.230
TcCLB.509157.240	Tc00.1047053509157.240
TcCLB.509157.250	Tc00.1047053509157.250
TcCLB.509157.260	Tc00.1047053509157.260
TcCLB.509157.270	Tc00.1047053509157.270
TcCLB.509157.279	Tc00.1047053509157.279
TcCLB.509157.40	Tc00.1047053509157.40
TcCLB.509157.50	Tc00.1047053509157.50
TcCLB.509157.60	Tc00.1047053509157.60
TcCLB.509157.70	Tc00.1047053509157.70
TcCLB.509157.80	Tc00.1047053509157.80
TcCLB.509157.90	Tc00.1047053509157.90
TcCLB.509159.10	Tc00.1047053509159.10
TcCLB.509161.10	Tc00.1047053509161.10
TcCLB.509161.100	Tc00.1047053509161.100
TcCLB.509161.110	Tc00.1047053509161.110
TcCLB.509161.120	Tc00.1047053509161.120
TcCLB.509161.130	Tc00.1047053509161.130
TcCLB.509161.135	Tc00.1047053509161.135
TcCLB.509161.140	Tc00.1047053509161.140
TcCLB.509161.149	Tc00.1047053509161.149
TcCLB.509161.20	Tc00.1047053509161.20
TcCLB.509161.30	Tc00.1047053509161.30
TcCLB.509161.34	Tc00.1047053509161.34
TcCLB.509161.40	Tc00.1047053509161.40
TcCLB.509161.50	Tc00.1047053509161.50
TcCLB.509161.60	Tc00.1047053509161.60
TcCLB.509161.70	Tc00.1047053509161.70
TcCLB.509161.80	Tc00.1047053509161.80
TcCLB.509161.90	Tc00.1047053509161.90
TcCLB.509163.10	Tc00.1047053509163.10
TcCLB.509163.100	Tc00.1047053509163.100
TcCLB.509163.105	Tc00.1047053509163.105
TcCLB.509163.110	Tc00.1047053509163.110
TcCLB.509163.3	Tc00.1047053509163.3
TcCLB.509163.30	Tc00.1047053509163.30
TcCLB.509163.50	Tc00.1047053509163.50
TcCLB.509163.54	Tc00.1047053509163.54
TcCLB.509163.6	Tc00.1047053509163.6
TcCLB.509163.60	Tc00.1047053509163.60
TcCLB.509163.70	Tc00.1047053509163.70
TcCLB.509163.80	Tc00.1047053509163.80
TcCLB.509163.90	Tc00.1047053509163.90
TcCLB.509165.10	Tc00.1047053509165.10
TcCLB.509165.30	Tc00.1047053509165.30
TcCLB.509165.34	Tc00.1047053509165.34
TcCLB.509165.40	Tc00.1047053509165.40
TcCLB.509165.49	Tc00.1047053509165.49
TcCLB.509167.10	Tc00.1047053509167.10
TcCLB.509167.100	Tc00.1047053509167.100
TcCLB.509167.110	Tc00.1047053509167.110
TcCLB.509167.120	Tc00.1047053509167.120
TcCLB.509167.130	Tc00.1047053509167.130
TcCLB.509167.140	Tc00.1047053509167.140
TcCLB.509167.150	Tc00.1047053509167.150
TcCLB.509167.160	Tc00.1047053509167.160
TcCLB.509167.170	Tc00.1047053509167.170
TcCLB.509167.180	Tc00.1047053509167.180
TcCLB.509167.190	Tc00.1047053509167.190
TcCLB.509167.20	Tc00.1047053509167.20
TcCLB.509167.200	Tc00.1047053509167.200
TcCLB.509167.30	Tc00.1047053509167.30
TcCLB.509167.40	Tc00.1047053509167.40
TcCLB.509167.50	Tc00.1047053509167.50
TcCLB.509167.60	Tc00.1047053509167.60
TcCLB.509167.70	Tc00.1047053509167.70
TcCLB.509167.80	Tc00.1047053509167.80
TcCLB.509167.90	Tc00.1047053509167.90
TcCLB.509169.10	Tc00.1047053509169.10
TcCLB.509169.20	Tc00.1047053509169.20
TcCLB.509169.30	Tc00.1047053509169.30
TcCLB.509169.39	Tc00.1047053509169.39
TcCLB.509171.10	Tc00.1047053509171.10
TcCLB.509171.100	Tc00.1047053509171.100
TcCLB.509171.20	Tc00.1047053509171.20
TcCLB.509171.29	Tc00.1047053509171.29
TcCLB.509171.40	Tc00.1047053509171.40
TcCLB.509171.47	Tc00.1047053509171.47
TcCLB.509171.54	Tc00.1047053509171.54
TcCLB.509171.60	Tc00.1047053509171.60
TcCLB.509171.70	Tc00.1047053509171.70
TcCLB.509171.80	Tc00.1047053509171.80
TcCLB.509171.90	Tc00.1047053509171.90
TcCLB.509173.9	Tc00.1047053509173.9
TcCLB.509175.18	Tc00.1047053509175.18
TcCLB.509175.9	Tc00.1047053509175.9
TcCLB.509177.10	Tc00.1047053509177.10
TcCLB.509177.20	Tc00.1047053509177.20
TcCLB.509177.30	Tc00.1047053509177.30
TcCLB.509177.40	Tc00.1047053509177.40
TcCLB.509177.50	Tc00.1047053509177.50
TcCLB.509177.59	Tc00.1047053509177.59
TcCLB.509177.68	Tc00.1047053509177.68
TcCLB.509179.10	Tc00.1047053509179.10
TcCLB.509179.100	Tc00.1047053509179.100
TcCLB.509179.110	Tc00.1047053509179.110
TcCLB.509179.120	Tc00.1047053509179.120
TcCLB.509179.130	Tc00.1047053509179.130
TcCLB.509179.140	Tc00.1047053509179.140
TcCLB.509179.150	Tc00.1047053509179.150
TcCLB.509179.160	Tc00.1047053509179.160
TcCLB.509179.170	Tc00.1047053509179.170
TcCLB.509179.180	Tc00.1047053509179.180
TcCLB.509179.20	Tc00.1047053509179.20
TcCLB.509179.200	Tc00.1047053509179.200
TcCLB.509179.210	Tc00.1047053509179.210
TcCLB.509179.220	Tc00.1047053509179.220
TcCLB.509179.231	Tc00.1047053509179.231
TcCLB.509179.30	Tc00.1047053509179.30
TcCLB.509179.40	Tc00.1047053509179.40
TcCLB.509179.50	Tc00.1047053509179.50
TcCLB.509179.60	Tc00.1047053509179.60
TcCLB.509179.70	Tc00.1047053509179.70
TcCLB.509179.80	Tc00.1047053509179.80
TcCLB.509179.90	Tc00.1047053509179.90
TcCLB.509181.9	Tc00.1047053509181.9
TcCLB.509185.10	Tc00.1047053509185.10
TcCLB.509185.30	Tc00.1047053509185.30
TcCLB.509187.10	Tc00.1047053509187.10
TcCLB.509187.20	Tc00.1047053509187.20
TcCLB.509191.9	Tc00.1047053509191.9
TcCLB.509195.10	Tc00.1047053509195.10
TcCLB.509195.20	Tc00.1047053509195.20
TcCLB.509195.30	Tc00.1047053509195.30
TcCLB.509195.40	Tc00.1047053509195.40
TcCLB.509195.50	Tc00.1047053509195.50
TcCLB.509195.61	Tc00.1047053509195.61
TcCLB.509195.70	Tc00.1047053509195.70
TcCLB.509195.80	Tc00.1047053509195.80
TcCLB.509197.10	Tc00.1047053509197.10
TcCLB.509197.20	Tc00.1047053509197.20
TcCLB.509197.30	Tc00.1047053509197.30
TcCLB.509197.39	Tc00.1047053509197.39
TcCLB.509197.50	Tc00.1047053509197.50
TcCLB.509199.10	Tc00.1047053509199.10
TcCLB.509199.24	Tc00.1047053509199.24
TcCLB.509199.40	Tc00.1047053509199.40
TcCLB.509201.10	Tc00.1047053509201.10
TcCLB.509201.15	Tc00.1047053509201.15
TcCLB.509201.20	Tc00.1047053509201.20
TcCLB.509203.10	Tc00.1047053509203.10
TcCLB.509203.14	Tc00.1047053509203.14
TcCLB.509203.20	Tc00.1047053509203.20
TcCLB.509203.30	Tc00.1047053509203.30
TcCLB.509203.40	Tc00.1047053509203.40
TcCLB.509203.50	Tc00.1047053509203.50
TcCLB.509203.60	Tc00.1047053509203.60
TcCLB.509203.70	Tc00.1047053509203.70
TcCLB.509203.79	Tc00.1047053509203.79
TcCLB.509205.10	Tc00.1047053509205.10
TcCLB.509205.100	Tc00.1047053509205.100
TcCLB.509205.110	Tc00.1047053509205.110
TcCLB.509205.120	Tc00.1047053509205.120
TcCLB.509205.20	Tc00.1047053509205.20
TcCLB.509205.30	Tc00.1047053509205.30
TcCLB.509205.40	Tc00.1047053509205.40
TcCLB.509205.50	Tc00.1047053509205.50
TcCLB.509205.60	Tc00.1047053509205.60
TcCLB.509205.70	Tc00.1047053509205.70
TcCLB.509205.90	Tc00.1047053509205.90
TcCLB.509207.100	Tc00.1047053509207.100
TcCLB.509207.11	Tc00.1047053509207.11
TcCLB.509207.110	Tc00.1047053509207.110
TcCLB.509207.120	Tc00.1047053509207.120
TcCLB.509207.130	Tc00.1047053509207.130
TcCLB.509207.140	Tc00.1047053509207.140
TcCLB.509207.150	Tc00.1047053509207.150
TcCLB.509207.160	Tc00.1047053509207.160
TcCLB.509207.20	Tc00.1047053509207.20
TcCLB.509207.30	Tc00.1047053509207.30
TcCLB.509207.40	Tc00.1047053509207.40
TcCLB.509207.50	Tc00.1047053509207.50
TcCLB.509207.70	Tc00.1047053509207.70
TcCLB.509207.80	Tc00.1047053509207.80
TcCLB.509207.90	Tc00.1047053509207.90
TcCLB.509209.10	Tc00.1047053509209.10
TcCLB.509209.20	Tc00.1047053509209.20
TcCLB.509211.10	Tc00.1047053509211.10
TcCLB.509211.20	Tc00.1047053509211.20
TcCLB.509211.30	Tc00.1047053509211.30
