previousids	refseqids
Tc00.1047053507159.50	XP_808038
Tc00.1047053507159.70	XP_808040
Tc00.1047053511369.10	XP_804708
Tc00.1047053508971.50	XP_810457
Tc00.1047053511281.60	XP_811202
Tc00.1047053506579.30	XP_811529
Tc00.1047053511127.140	XP_821345
Tc00.1047053510283.140	XP_812509
Tc00.1047053509167.200	XP_816719
Tc00.1047053506211.150	XP_819457
Tc00.1047053511661.50	XP_814269
Tc00.1047053504105.130	XP_819699
Tc00.1047053511555.80	XP_813233
Tc00.1047053511923.120	XP_813644
Tc00.1047053510747.170	XP_815209
Tc00.1047053506605.10	XP_818159
Tc00.1047053511239.10	XP_814384
Tc00.1047053507875.10	XP_818854
Tc00.1047053509775.40	XP_812157
Tc00.1047053508541.160	XP_815854
Tc00.1047053511493.5	XP_802754
Tc00.1047053507019.40	XP_811246
Tc00.1047053509057.20	XP_803276
Tc00.1047053511127.230	XP_821353
Tc00.1047053511725.160	XP_818727
Tc00.1047053504137.20	XP_813859
Tc00.1047053511727.250	XP_819297
Tc00.1047053507993.160	XP_820609
Tc00.1047053503715.40	XP_807615
Tc00.1047053507081.110	XP_813597
Tc00.1047053506773.40	XP_816600
Tc00.1047053510823.80	XP_810947
Tc00.1047053510349.50	XP_809023
Tc00.1047053509979.40	XP_820783
Tc00.1047053503411.20	XP_806024
Tc00.1047053509023.209	XP_817048
Tc00.1047053511469.30	XP_812085
Tc00.1047053507811.114	XP_812496
Tc00.1047053504147.190	XP_819841
Tc00.1047053506321.330	XP_819407
Tc00.1047053504167.30	XP_805022
Tc00.1047053506443.40	XP_815555
Tc00.1047053506351.70	XP_810243
Tc00.1047053507091.40	XP_813604
Tc00.1047053508175.329	XP_820996
Tc00.1047053507943.70	XP_806912
Tc00.1047053509179.20	XP_816437
Tc00.1047053510187.100	XP_821474
Tc00.1047053508111.40	XP_809576
Tc00.1047053510685.10	XP_804191
Tc00.1047053503925.80	XP_811459
Tc00.1047053508045.60	XP_814242
Tc00.1047053503823.104	XP_815232
Tc00.1047053511821.70	XP_816738
Tc00.1047053508625.10	XP_811813
Tc00.1047053426435.9	XP_802238
Tc00.1047053507539.10	XP_805877
Tc00.1047053507013.24	XP_805220
Tc00.1047053511229.80	XP_809156
Tc00.1047053510595.20	XP_805913
Tc00.1047053506941.80	XP_819078
Tc00.1047053504137.100	XP_813867
Tc00.1047053507895.80	XP_814600
Tc00.1047053509965.400	XP_820254
Tc00.1047053447705.19	XP_802162
Tc00.1047053510741.70	XP_817016
Tc00.1047053508111.30	XP_809575
Tc00.1047053511217.140	XP_818334
Tc00.1047053503835.30	XP_804244
Tc00.1047053506587.70	XP_810825
Tc00.1047053510173.10	XP_811582
Tc00.1047053508693.20	XP_817800
Tc00.1047053503507.20	XP_804810
Tc00.1047053511461.20	XP_809089
Tc00.1047053510773.9	XP_813469
Tc00.1047053509259.45	XP_815466
Tc00.1047053506513.200	XP_816301
Tc00.1047053506629.10	XP_816574
Tc00.1047053506241.70	XP_817886
Tc00.1047053510421.140	XP_819160
Tc00.1047053509805.70	XP_819943
Tc00.1047053508909.320	XP_820523
Tc00.1047053507993.270	XP_820617
Tc00.1047053473111.10	XP_802245
Tc00.1047053507615.40	XP_815776
Tc00.1047053510311.60	XP_817651
Tc00.1047053511217.70	XP_818327
Tc00.1047053510101.300	XP_821239
Tc00.1047053507031.100	XP_817255
Tc00.1047053506357.190	XP_819277
Tc00.1047053507023.70	XP_819665
Tc00.1047053507711.30	XP_819849
Tc00.1047053508163.390	XP_821446
Tc00.1047053506529.130	XP_821937
Tc00.1047053506821.130	XP_815986
Tc00.1047053505073.14	XP_806043
Tc00.1047053508515.80	XP_815474
Tc00.1047053508501.270	XP_818152
Tc00.1047053509429.210	XP_820163
Tc00.1047053507993.350	XP_820625
Tc00.1047053507731.20	XP_806237
Tc00.1047053505987.30	XP_807016
Tc00.1047053506145.70	XP_811329
Tc00.1047053506335.130	XP_813421
Tc00.1047053507519.60	XP_816094
Tc00.1047053506859.30	XP_818359
Tc00.1047053509965.429	XP_820260
Tc00.1047053508461.410	XP_821633
Tc00.1047053455727.10	XP_802358
Tc00.1047053511927.30	XP_803037
Tc00.1047053509993.60	XP_805908
Tc00.1047053510017.40	XP_807258
Tc00.1047053503583.90	XP_809896
Tc00.1047053511249.60	XP_812586
Tc00.1047053511553.180	XP_813885
Tc00.1047053511215.60	XP_814164
Tc00.1047053511589.10	XP_816004
Tc00.1047053509669.80	XP_816117
Tc00.1047053506743.190	XP_816351
Tc00.1047053508871.180	XP_816730
Tc00.1047053506331.130	XP_818221
Tc00.1047053510659.120	XP_818450
Tc00.1047053506289.200	XP_818549
Tc00.1047053508153.810	XP_822123
Tc00.1047053508025.10	XP_802141
Tc00.1047053511875.9	XP_811244
Tc00.1047053506363.60	XP_811381
Tc00.1047053511233.40	XP_815815
Tc00.1047053511003.130	XP_816042
Tc00.1047053510121.160	XP_816477
Tc00.1047053510155.160	XP_820121
Tc00.1047053506611.70	XP_807191
Tc00.1047053504215.20	XP_808274
Tc00.1047053507663.70	XP_809327
Tc00.1047053511647.10	XP_810122
Tc00.1047053510351.110	XP_810846
Tc00.1047053507105.30	XP_811419
Tc00.1047053508613.60	XP_811698
Tc00.1047053509643.90	XP_811787
Tc00.1047053506407.70	XP_812211
Tc00.1047053506223.120	XP_812942
Tc00.1047053506801.70	XP_813684
Tc00.1047053511071.20	XP_814000
Tc00.1047053508539.50	XP_814095
Tc00.1047053511815.180	XP_814455
Tc00.1047053509611.110	XP_814799
Tc00.1047053509569.44	XP_814988
Tc00.1047053508593.80	XP_815712
Tc00.1047053507103.10	XP_803843
Tc00.1047053508415.20	XP_804426
Tc00.1047053509547.10	XP_805299
Tc00.1047053506455.30	XP_805710
Tc00.1047053510331.5	XP_805944
Tc00.1047053507129.5	XP_806048
Tc00.1047053503929.40	XP_807673
Tc00.1047053511925.40	XP_807876
Tc00.1047053504247.20	XP_807905
Tc00.1047053510513.80	XP_808426
Tc00.1047053505163.20	XP_808533
Tc00.1047053510979.10	XP_808610
Tc00.1047053510205.70	XP_809013
Tc00.1047053506465.40	XP_810028
Tc00.1047053506363.80	XP_811383
Tc00.1047053511423.80	XP_813482
Tc00.1047053508389.10	XP_815863
Tc00.1047053507699.149	XP_816002
Tc00.1047053506513.150	XP_816294
Tc00.1047053506743.120	XP_816344
Tc00.1047053508761.120	XP_818313
Tc00.1047053511751.210	XP_818507
Tc00.1047053508153.190	XP_822050
Tc00.1047053506247.350	XP_820349
Tc00.1047053506505.30	XP_808934
Tc00.1047053407335.18	XP_802529
Tc00.1047053509933.20	XP_803405
Tc00.1047053510031.70	XP_807848
Tc00.1047053506853.60	XP_808140
Tc00.1047053511039.30	XP_806803
Tc00.1047053506759.50	XP_815013
Tc00.1047053506529.250	XP_821957
Tc00.1047053509417.9	NA
Tc00.1047053511911.98	XP_816759
Tc00.1047053509023.140	XP_817041
Tc00.1047053506989.190	XP_818651
Tc00.1047053508831.80	XP_818922
Tc00.1047053504427.120	XP_819482
Tc00.1047053503973.350	XP_820417
Tc00.1047053507093.40	XP_820533
Tc00.1047053507611.50	XP_821159
Tc00.1047053508163.330	XP_821444
Tc00.1047053511277.390	XP_821840
Tc00.1047053503721.39	XP_806460
Tc00.1047053503431.70	XP_809243
Tc00.1047053511731.10	XP_810308
Tc00.1047053507541.40	XP_805144
Tc00.1047053510593.49	XP_806395
Tc00.1047053506583.20	XP_806564
Tc00.1047053511419.30	XP_808144
Tc00.1047053510441.20	XP_809742
Tc00.1047053506465.50	XP_810029
Tc00.1047053507601.30	XP_812470
Tc00.1047053506859.150	XP_818367
Tc00.1047053506583.40	XP_806566
Tc00.1047053507211.20	XP_805770
Tc00.1047053506941.260	XP_819089
Tc00.1047053446067.9	XP_803091
Tc00.1047053506203.120	XP_815766
Tc00.1047053503579.10	XP_812407
Tc00.1047053511331.10	XP_802590
Tc00.1047053510215.10	XP_803046
Tc00.1047053503685.30	XP_804540
Tc00.1047053469785.20	XP_805253
Tc00.1047053511881.40	XP_805590
Tc00.1047053510689.50	XP_809529
Tc00.1047053408437.29	XP_804147
Tc00.1047053511201.49	XP_805048
Tc00.1047053510381.70	XP_807307
Tc00.1047053507795.100	XP_807797
Tc00.1047053506603.50	XP_808801
Tc00.1047053509641.79	XP_810161
Tc00.1047053507357.10	XP_812237
Tc00.1047053506285.80	XP_813213
Tc00.1047053511491.100	XP_813895
Tc00.1047053508293.100	XP_815160
Tc00.1047053511821.150	XP_816746
Tc00.1047053508777.40	XP_817206
Tc00.1047053506227.120	XP_817456
Tc00.1047053509733.100	XP_818671
Tc00.1047053508219.50	XP_815906
Tc00.1047053511421.200	XP_818809
Tc00.1047053509625.30	XP_803170
Tc00.1047053506885.204	XP_821508
Tc00.1047053508493.100	XP_812521
Tc00.1047053508409.199	XP_818831
Tc00.1047053508461.174	XP_821658
Tc00.1047053508307.40	XP_817127
Tc00.1047053508563.20	XP_805203
Tc00.1047053508317.60	XP_811962
Tc00.1047053503975.50	XP_812320
Tc00.1047053507643.50	XP_814584
Tc00.1047053510603.150	XP_815403
Tc00.1047053507993.330	XP_820623
Tc00.1047053510431.200	XP_819239
Tc00.1047053508153.1060	XP_822096
Tc00.1047053509767.230	XP_817283
Tc00.1047053507089.260	XP_818791
Tc00.1047053508479.180	XP_820855
Tc00.1047053509811.9	XP_805199
Tc00.1047053510287.60	XP_805682
Tc00.1047053504009.4	XP_808212
Tc00.1047053509795.60	XP_808942
Tc00.1047053510731.100	XP_810400
Tc00.1047053511289.30	XP_812261
Tc00.1047053511167.30	XP_813781
Tc00.1047053507831.70	XP_814071
Tc00.1047053511207.10	XP_802265
Tc00.1047053510901.70	XP_819020
Tc00.1047053511001.50	XP_819624
Tc00.1047053507765.90	XP_813248
Tc00.1047053508257.70	XP_818939
Tc00.1047053510241.100	XP_812304
Tc00.1047053508851.40	XP_814466
Tc00.1047053510181.69	XP_812444
Tc00.1047053506499.220	XP_817870
Tc00.1047053510101.420	XP_821250
Tc00.1047053506885.350	XP_821537
Tc00.1047053511047.20	XP_807821
Tc00.1047053508569.130	XP_813840
Tc00.1047053509177.30	XP_806942
Tc00.1047053507237.260	XP_819586
Tc00.1047053509353.10	XP_806545
Tc00.1047053506943.23	XP_812149
Tc00.1047053504243.49	XP_808061
Tc00.1047053509757.30	XP_804660
Tc00.1047053506145.40	XP_811327
Tc00.1047053508001.70	XP_813471
Tc00.1047053507521.20	XP_815874
Tc00.1047053511211.230	XP_817744
Tc00.1047053507681.80	XP_818595
Tc00.1047053503557.20	XP_804620
Tc00.1047053508231.170	XP_818612
Tc00.1047053506265.40	XP_817510
Tc00.1047053507723.140	XP_816650
Tc00.1047053510943.44	XP_817097
Tc00.1047053507011.160	XP_817960
Tc00.1047053510431.280	XP_819214
Tc00.1047053509805.230	XP_819959
Tc00.1047053508355.250	XP_821117
Tc00.1047053507641.300	XP_819510
Tc00.1047053511173.460	XP_821396
Tc00.1047053508461.150	XP_821610
Tc00.1047053506195.309	XP_819124
Tc00.1047053508479.80	XP_820843
Tc00.1047053511255.90	XP_821674
Tc00.1047053441401.10	XP_802592
Tc00.1047053506727.120	XP_811436
Tc00.1047053508409.150	XP_818846
Tc00.1047053511197.10	XP_806412
Tc00.1047053510657.150	XP_817184
Tc00.1047053506321.290	XP_819403
Tc00.1047053511367.320	XP_819435
Tc00.1047053509897.200	XP_820145
Tc00.1047053506529.280	XP_821961
Tc00.1047053506529.110	XP_821933
Tc00.1047053455721.9	XP_802783
Tc00.1047053506439.18	XP_803209
Tc00.1047053509751.10	XP_803908
Tc00.1047053504161.20	XP_806315
Tc00.1047053509499.14	XP_806739
Tc00.1047053509005.90	XP_808638
Tc00.1047053510127.70	XP_810260
Tc00.1047053503453.4	XP_810710
Tc00.1047053506519.60	XP_813101
Tc00.1047053510573.10	XP_802506
Tc00.1047053506767.50	XP_820680
Tc00.1047053509317.100	XP_809194
Tc00.1047053506681.60	XP_811162
Tc00.1047053511589.250	XP_816026
Tc00.1047053509451.24	XP_806779
Tc00.1047053503733.5	XP_811241
Tc00.1047053510055.150	XP_815639
Tc00.1047053509331.60	XP_816776
Tc00.1047053508693.170	XP_817811
Tc00.1047053503811.20	XP_808450
Tc00.1047053506457.40	XP_813397
Tc00.1047053510861.140	XP_816278
Tc00.1047053507677.20	XP_816655
Tc00.1047053511245.130	XP_818061
Tc00.1047053506773.150	XP_816610
Tc00.1047053506067.240	XP_819006
Tc00.1047053510329.50	XP_821182
Tc00.1047053506563.20	XP_816688
Tc00.1047053510311.70	XP_817652
Tc00.1047053507711.230	XP_819869
Tc00.1047053510101.40	XP_821218
Tc00.1047053511433.10	XP_803888
Tc00.1047053510877.60	XP_816398
Tc00.1047053509365.61	XP_808747
Tc00.1047053507089.200	XP_818786
Tc00.1047053510421.70	XP_819154
Tc00.1047053503973.80	XP_820407
Tc00.1047053510577.10	XP_805968
Tc00.1047053506951.103	XP_809962
Tc00.1047053507739.80	XP_811498
Tc00.1047053511633.79	XP_809567
Tc00.1047053511647.20	XP_810123
Tc00.1047053508895.89	XP_812034
Tc00.1047053506799.110	XP_813564
Tc00.1047053506661.30	XP_813972
Tc00.1047053507513.110	XP_810875
Tc00.1047053506579.40	XP_811530
Tc00.1047053509967.50	XP_815286
Tc00.1047053511019.99	XP_814034
Tc00.1047053503601.20	XP_805180
Tc00.1047053509139.10	XP_803285
Tc00.1047053511643.20	XP_812790
Tc00.1047053511751.250	XP_818509
Tc00.1047053507993.80	XP_820602
Tc00.1047053509733.90	XP_818670
Tc00.1047053511727.60	XP_819283
Tc00.1047053507237.320	XP_819589
Tc00.1047053506767.360	XP_820691
Tc00.1047053508163.140	XP_821433
Tc00.1047053506885.413	XP_821550
Tc00.1047053506529.425	XP_821981
Tc00.1047053503501.70	XP_806648
Tc00.1047053509827.4	XP_803902
Tc00.1047053419703.20	XP_802491
Tc00.1047053507671.30	XP_804306
Tc00.1047053509707.20	XP_805018
Tc00.1047053509281.10	XP_805174
Tc00.1047053504161.10	XP_806314
Tc00.1047053503887.50	XP_807291
Tc00.1047053510959.30	XP_807462
Tc00.1047053506853.50	XP_808139
Tc00.1047053506269.99	XP_809216
Tc00.1047053510407.100	XP_810296
Tc00.1047053506727.70	XP_811431
Tc00.1047053506009.40	XP_813039
Tc00.1047053503479.60	XP_810146
Tc00.1047053506665.10	XP_803230
Tc00.1047053507603.110	XP_818564
Tc00.1047053507083.20	XP_816326
Tc00.1047053509055.40	XP_806868
Tc00.1047053508989.9	XP_811342
Tc00.1047053508153.220	XP_822054
Tc00.1047053504231.30	XP_805078
Tc00.1047053511923.30	XP_813641
Tc00.1047053510513.70	XP_808425
Tc00.1047053503855.20	XP_811725
Tc00.1047053506855.280	XP_820585
Tc00.1047053511423.104	XP_813489
Tc00.1047053507053.200	XP_817706
Tc00.1047053506289.20	XP_818536
Tc00.1047053511603.200	XP_820764
Tc00.1047053510275.180	XP_820737
Tc00.1047053509733.134	XP_818681
Tc00.1047053503715.30	XP_807614
Tc00.1047053399997.10	XP_802345
Tc00.1047053442495.10	XP_802631
Tc00.1047053506379.10	XP_802861
Tc00.1047053507295.20	XP_806573
Tc00.1047053508535.30	XP_807322
Tc00.1047053503829.30	XP_808331
Tc00.1047053509779.10	XP_808683
Tc00.1047053511715.100	XP_809559
Tc00.1047053507547.70	XP_810813
Tc00.1047053510039.15	XP_811063
Tc00.1047053511507.60	XP_811563
Tc00.1047053508895.80	XP_812033
Tc00.1047053507609.80	XP_813079
Tc00.1047053511071.181	XP_814014
Tc00.1047053509759.10	XP_802967
Tc00.1047053503885.50	XP_809303
Tc00.1047053508567.100	XP_810663
Tc00.1047053509569.10	XP_814973
Tc00.1047053511821.130	XP_816744
Tc00.1047053511685.20	XP_807371
Tc00.1047053511819.40	XP_812129
Tc00.1047053507007.77	XP_813703
Tc00.1047053506525.162	XP_814735
Tc00.1047053511385.30	XP_814868
Tc00.1047053510627.60	XP_818624
Tc00.1047053510669.9	XP_804601
Tc00.1047053509721.30	XP_808235
Tc00.1047053506529.230	XP_821955
Tc00.1047053508153.390	XP_822059
Tc00.1047053511695.10	XP_802176
Tc00.1047053511911.159	XP_816761
Tc00.1047053509897.70	XP_820141
Tc00.1047053511603.151	XP_820779
Tc00.1047053511127.330	XP_821362
Tc00.1047053511731.89	XP_810317
Tc00.1047053511649.14	XP_815068
Tc00.1047053509497.30	XP_803033
Tc00.1047053511291.10	XP_811937
Tc00.1047053508351.60	XP_805844
Tc00.1047053511693.60	XP_813356
Tc00.1047053507625.99	XP_816252
Tc00.1047053508347.24	XP_817486
Tc00.1047053510187.190	XP_821482
Tc00.1047053508329.9	XP_802685
Tc00.1047053510925.9	XP_802969
Tc00.1047053507545.41	XP_805716
Tc00.1047053506685.30	XP_808153
Tc00.1047053506961.50	XP_818392
Tc00.1047053505207.30	XP_808760
Tc00.1047053508787.5	XP_806091
Tc00.1047053510061.60	XP_807359
Tc00.1047053507609.20	XP_813074
Tc00.1047053506753.110	XP_815376
Tc00.1047053511033.29	XP_804973
Tc00.1047053506833.40	XP_807327
Tc00.1047053505965.20	XP_809547
Tc00.1047053505919.20	XP_810614
Tc00.1047053508027.100	XP_813300
Tc00.1047053509697.29	XP_805826
Tc00.1047053510797.39	XP_807186
Tc00.1047053508839.60	XP_809664
Tc00.1047053503587.30	XP_811934
Tc00.1047053510531.70	XP_812915
Tc00.1047053506469.40	XP_810990
Tc00.1047053504125.120	XP_813225
Tc00.1047053508919.40	XP_815123
Tc00.1047053510879.60	XP_814668
Tc00.1047053510329.150	XP_821192
Tc00.1047053509747.40	XP_812327
Tc00.1047053474339.9	XP_802319
Tc00.1047053506177.110	XP_813941
Tc00.1047053506297.240	XP_820208
Tc00.1047053510099.70	XP_811349
Tc00.1047053507099.50	XP_817322
Tc00.1047053509225.11	XP_804039
Tc00.1047053506769.30	XP_812831
Tc00.1047053507491.39	XP_816998
Tc00.1047053507711.60	XP_819852
Tc00.1047053509525.320	XP_820821
Tc00.1047053511173.400	XP_821391
Tc00.1047053508873.510	XP_821720
Tc00.1047053511339.10	XP_804008
Tc00.1047053508015.30	XP_806466
Tc00.1047053506817.10	XP_809802
Tc00.1047053506587.90	XP_810827
Tc00.1047053506531.50	XP_810937
Tc00.1047053508441.110	XP_811634
Tc00.1047053503579.100	XP_812416
Tc00.1047053506661.40	XP_813973
Tc00.1047053509799.80	XP_814197
Tc00.1047053510879.90	XP_814671
Tc00.1047053509683.60	XP_815338
Tc00.1047053506213.30	XP_811924
Tc00.1047053504907.9	XP_802959
Tc00.1047053510065.40	XP_806524
Tc00.1047053510431.150	XP_819234
Tc00.1047053504089.14	XP_812663
Tc00.1047053510627.110	XP_818627
Tc00.1047053508183.29	XP_804060
Tc00.1047053505163.60	XP_808537
Tc00.1047053510689.89	XP_809533
Tc00.1047053507601.50	XP_812472
Tc00.1047053508293.70	XP_815157
Tc00.1047053510843.19	XP_804261
Tc00.1047053510767.50	XP_805420
Tc00.1047053509715.140	XP_813454
Tc00.1047053509669.75	XP_816126
Tc00.1047053511245.180	XP_818066
Tc00.1047053507603.260	XP_818578
Tc00.1047053509699.250	XP_817317
Tc00.1047053510187.70	XP_821472
Tc00.1047053507221.20	XP_809055
Tc00.1047053509429.90	XP_820151
Tc00.1047053510315.20	XP_804830
Tc00.1047053511693.30	XP_813353
Tc00.1047053511099.160	XP_815917
Tc00.1047053509669.70	XP_816116
Tc00.1047053508999.49	XP_820103
Tc00.1047053509815.10	XP_816413
Tc00.1047053507143.40	XP_812275
Tc00.1047053506941.250	XP_819088
Tc00.1047053506773.170	XP_816612
Tc00.1047053506717.200	XP_818964
Tc00.1047053506321.30	XP_819387
Tc00.1047053507167.20	XP_819561
Tc00.1047053510693.280	XP_820664
Tc00.1047053508175.360	XP_820988
Tc00.1047053509791.70	XP_815937
Tc00.1047053474341.9	XP_802363
Tc00.1047053508919.70	XP_815126
Tc00.1047053510943.206	XP_817098
Tc00.1047053503403.20	XP_803984
Tc00.1047053511221.20	XP_810235
Tc00.1047053510257.90	XP_811761
Tc00.1047053507081.130	XP_813599
Tc00.1047053511389.80	XP_814294
Tc00.1047053510013.40	XP_818518
Tc00.1047053507915.19	XP_802795
Tc00.1047053510939.30	XP_805498
Tc00.1047053510317.30	XP_807056
Tc00.1047053506359.60	XP_808700
Tc00.1047053511537.16	XP_809382
Tc00.1047053504625.50	XP_809881
Tc00.1047053510557.80	XP_811123
Tc00.1047053507479.51	XP_812070
Tc00.1047053506407.60	XP_812210
Tc00.1047053511249.34	XP_812590
Tc00.1047053503879.10	XP_812760
Tc00.1047053506251.120	XP_813676
Tc00.1047053509777.60	XP_814227
Tc00.1047053510359.30	XP_821728
Tc00.1047053510009.19	XP_802624
Tc00.1047053509749.30	XP_803992
Tc00.1047053509379.29	XP_804221
Tc00.1047053511107.41	XP_804386
Tc00.1047053508545.20	XP_807114
Tc00.1047053510123.50	XP_807608
Tc00.1047053510979.80	XP_808615
Tc00.1047053510749.74	XP_810100
Tc00.1047053511395.40	XP_811103
Tc00.1047053510357.130	XP_811863
Tc00.1047053507715.20	XP_812722
Tc00.1047053509065.160	XP_813804
Tc00.1047053511755.50	XP_814400
Tc00.1047053511517.5	XP_815704
Tc00.1047053506247.74	XP_820312
Tc00.1047053507993.70	XP_820601
Tc00.1047053506741.140	XP_815846
Tc00.1047053511817.319	XP_819376
Tc00.1047053504427.180	XP_819487
Tc00.1047053507167.200	XP_819565
Tc00.1047053508909.40	XP_820503
Tc00.1047053510629.262	XP_821332
Tc00.1047053511183.280	XP_821906
Tc00.1047053507225.19	XP_804138
Tc00.1047053407477.20	XP_805233
Tc00.1047053508239.20	XP_808491
Tc00.1047053508443.30	XP_809270
Tc00.1047053510491.10	XP_808157
Tc00.1047053506817.70	XP_809808
Tc00.1047053506637.60	XP_812254
Tc00.1047053508879.160	XP_819051
Tc00.1047053455171.9	XP_802208
Tc00.1047053510309.60	XP_809224
Tc00.1047053506133.54	XP_818348
Tc00.1047053510431.290	XP_819215
Tc00.1047053511277.510	XP_821851
Tc00.1047053448661.10	XP_802388
Tc00.1047053510611.60	XP_810645
Tc00.1047053511389.120	XP_814298
Tc00.1047053510565.130	XP_816263
Tc00.1047053511217.209	XP_818341
Tc00.1047053511063.120	XP_817383
Tc00.1047053507089.170	XP_818783
Tc00.1047053510463.230	XP_819655
Tc00.1047053508707.320	XP_820722
Tc00.1047053511127.210	XP_821351
Tc00.1047053510725.30	XP_808960
Tc00.1047053507089.190	XP_818785
Tc00.1047053508823.152	XP_809991
Tc00.1047053506737.128	XP_813582
Tc00.1047053508541.130	XP_815853
Tc00.1047053511777.10	XP_802664
Tc00.1047053507265.30	XP_803223
Tc00.1047053510935.20	XP_802872
Tc00.1047053507705.20	XP_804455
Tc00.1047053505983.20	XP_806215
Tc00.1047053507241.30	XP_806409
Tc00.1047053504787.80	XP_808842
Tc00.1047053507521.115	XP_815889
Tc00.1047053507949.210	XP_817165
Tc00.1047053508831.110	XP_818925
Tc00.1047053506763.160	XP_819723
Tc00.1047053508479.250	XP_820862
Tc00.1047053511625.160	XP_813501
Tc00.1047053503971.5	XP_807043
Tc00.1047053510121.120	XP_816473
Tc00.1047053504741.50	XP_817776
Tc00.1047053511367.350	XP_819438
Tc00.1047053511603.40	XP_820753
Tc00.1047053510657.140	XP_817183
Tc00.1047053511621.240	XP_817564
Tc00.1047053511183.360	XP_821908
Tc00.1047053462543.9	XP_802195
Tc00.1047053506765.74	XP_811525
Tc00.1047053511819.20	XP_812127
Tc00.1047053506435.470	XP_821032
Tc00.1047053503703.100	XP_810573
Tc00.1047053508389.114	XP_815869
Tc00.1047053506265.209	XP_817528
Tc00.1047053506297.110	XP_820195
Tc00.1047053510101.20	XP_821216
Tc00.1047053427789.20	XP_804149
Tc00.1047053509441.5	XP_803113
Tc00.1047053509887.10	XP_804604
Tc00.1047053510371.80	XP_813428
Tc00.1047053506871.160	XP_815963
Tc00.1047053507053.70	XP_817693
Tc00.1047053506599.350	XP_820647
Tc00.1047053511003.60	XP_816035
Tc00.1047053506321.190	XP_819395
Tc00.1047053506885.30	XP_821514
Tc00.1047053511627.150	XP_810539
Tc00.1047053508761.220	XP_818316
Tc00.1047053510913.10	XP_804140
Tc00.1047053507049.190	XP_816430
Tc00.1047053511391.100	XP_817909
Tc00.1047053509875.180	XP_820077
Tc00.1047053505071.30	XP_812867
Tc00.1047053509721.10	XP_808233
Tc00.1047053509649.30	XP_807107
Tc00.1047053504085.20	XP_808804
Tc00.1047053510165.10	XP_810876
Tc00.1047053507783.10	XP_802665
Tc00.1047053508173.160	XP_818273
Tc00.1047053506493.20	XP_812664
Tc00.1047053511299.70	XP_808854
Tc00.1047053511649.90	XP_815057
Tc00.1047053510533.80	XP_818903
Tc00.1047053511073.10	XP_802535
Tc00.1047053508839.30	XP_809661
Tc00.1047053504069.53	XP_811519
Tc00.1047053508741.60	XP_821040
Tc00.1047053504507.5	XP_803005
Tc00.1047053506071.19	XP_805365
Tc00.1047053511151.54	XP_811990
Tc00.1047053508539.20	XP_814092
Tc00.1047053509167.160	XP_816715
Tc00.1047053504153.100	XP_820904
Tc00.1047053504155.170	XP_817849
Tc00.1047053511245.200	XP_818068
